,Unnamed: 0,track_id,artists,album_name_x,track_name_x,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,id,artist_pop,artist_name,artist_uri,track_name_y,album_uri,album_name_y,image_uri,track_pop,genres
1452,1185,6k0eY0m3EDzcV2tFSHGcnw,The Budos Band,The Budos Band II,King Cobra,28,220306,False,0.667,0.548,8,-4.813,1,0.0298,0.0181,0.739,0.206,0.823,104.668,4,afrobeat,6k0eY0m3EDzcV2tFSHGcnw,50,The Budos Band,spotify:artist:5q4eLKmqFVP0xII8087PHz,King Cobra,spotify:album:0aJrUFHw1b4ZxoGSMqlPJv,The Budos Band II,https://i.scdn.co/image/ab67616d0000b273f8c2da454a3fdddd120aef0d,0,afrobeat instrumental_funk instrumental_soul
1453,1186,5jPPbInoWNDVOBCyKCvvec,BaianaSystem;Roberto Mendes,BaianaSystem,Nesse Mundo,30,222613,False,0.747,0.521,2,-9.483,0,0.0325,0.638,0.0304,0.118,0.498,120.035,4,afrobeat,5jPPbInoWNDVOBCyKCvvec,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Nesse Mundo,spotify:album:1oAU4OkP63pBrWTvLPGlRS,BaianaSystem,https://i.scdn.co/image/ab67616d0000b27335675f9924551b548a0701e9,23,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1454,28595,5jPPbInoWNDVOBCyKCvvec,BaianaSystem;Roberto Mendes,BaianaSystem,Nesse Mundo,30,222613,False,0.747,0.521,2,-9.483,0,0.0325,0.638,0.0304,0.118,0.498,120.035,4,dub,5jPPbInoWNDVOBCyKCvvec,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Nesse Mundo,spotify:album:1oAU4OkP63pBrWTvLPGlRS,BaianaSystem,https://i.scdn.co/image/ab67616d0000b27335675f9924551b548a0701e9,23,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1455,1187,4p6AGgNYuN2y5v7dTqDMu7,BaianaSystem;Claudia Manzo,OXEAXEEXU,Pachamama,29,158066,False,0.75,0.855,4,-4.441,0,0.0436,0.0789,0.00157,0.0851,0.879,150.03,3,afrobeat,4p6AGgNYuN2y5v7dTqDMu7,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Pachamama,spotify:album:6yUjV9WqpJMRuFgBsScpSZ,Oxeaxeexu,https://i.scdn.co/image/ab67616d0000b27336470a0d759d1b2ce7b320b4,24,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1456,28641,4p6AGgNYuN2y5v7dTqDMu7,BaianaSystem;Claudia Manzo,OXEAXEEXU,Pachamama,29,158066,False,0.75,0.855,4,-4.441,0,0.0436,0.0789,0.00157,0.0851,0.879,150.03,3,dub,4p6AGgNYuN2y5v7dTqDMu7,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Pachamama,spotify:album:6yUjV9WqpJMRuFgBsScpSZ,Oxeaxeexu,https://i.scdn.co/image/ab67616d0000b27336470a0d759d1b2ce7b320b4,24,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1457,1188,6N4LDYOe8pjg7qF7Y89xnO,Samuca e a Selva;Criolo,Tudo Que Move É Sagrado,Cais,27,194777,False,0.714,0.431,10,-9.564,0,0.0327,0.781,0.00816,0.116,0.501,125.94,3,afrobeat,6N4LDYOe8pjg7qF7Y89xnO,26,Samuca e a Selva,spotify:artist:3xRsjZtEO4W7Y4Wgr4wSLD,Cais,spotify:album:7gIclIEBCetbHQYMZxTd5B,Tudo Que Move É Sagrado,https://i.scdn.co/image/ab67616d0000b273a1de90efb69ac8dd96aac08e,0,latin_afrobeat nova_mpb
1458,1189,0ZIsepDdpiFV9dGhIXyFau,The New Mastersounds;Spellbinder,Made for Pleasure,Fancy (feat. Spellbinder),30,358053,False,0.537,0.744,7,-7.267,1,0.0655,0.0896,0.337,0.202,0.826,153.109,4,afrobeat,0ZIsepDdpiFV9dGhIXyFau,40,The New Mastersounds,spotify:artist:1DJVvIcjKhdedkuGRzW7PG,Fancy (feat. Spellbinder),spotify:album:2iSxzk5ueEtlQ5r2tvREZX,Made for Pleasure,https://i.scdn.co/image/ab67616d0000b2736a430c05e78272c1e368f05d,19,bboy brit_funk hammond_organ instrumental_funk
1459,1190,6QkjoJ4fgWczKVLkN3zsGR,Bixiga 70,Bixiga 70 (2011),Tema Di Malaika,27,247693,False,0.689,0.886,8,-8.548,0,0.0462,0.563,0.897,0.0744,0.884,107.983,4,afrobeat,6QkjoJ4fgWczKVLkN3zsGR,29,Bixiga 70,spotify:artist:6rUeHFntOV8tgpoUJvEthU,Tema Di Malaika,spotify:album:7Bf5GJVyFVzhx304JsXJCh,Bixiga 70 (2011),https://i.scdn.co/image/ab67616d0000b2737e230df7b35bac1a64e6707e,23,afrobeat_brasileiro afrofuturismo_brasileiro brass_band_brasileiro brazilian_indie instrumental_funk latin_afrobeat nova_mpb
1460,1191,2TPCINjlzZ9Hbp0tCRQC2b,BaianaSystem,BaianaSystem,O Carnaval Quem É Que Faz?,29,263146,False,0.603,0.849,11,-8.917,0,0.0392,0.1,0.138,0.106,0.674,143.027,4,afrobeat,2TPCINjlzZ9Hbp0tCRQC2b,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,O Carnaval Quem É Que Faz?,spotify:album:1oAU4OkP63pBrWTvLPGlRS,BaianaSystem,https://i.scdn.co/image/ab67616d0000b27335675f9924551b548a0701e9,23,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1461,28648,2TPCINjlzZ9Hbp0tCRQC2b,BaianaSystem,BaianaSystem,O Carnaval Quem É Que Faz?,29,263146,False,0.603,0.849,11,-8.917,0,0.0392,0.1,0.138,0.106,0.674,143.027,4,dub,2TPCINjlzZ9Hbp0tCRQC2b,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,O Carnaval Quem É Que Faz?,spotify:album:1oAU4OkP63pBrWTvLPGlRS,BaianaSystem,https://i.scdn.co/image/ab67616d0000b27335675f9924551b548a0701e9,23,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1462,1192,3A33sno00r6ooYuPjV8txe,BaianaSystem,OXEAXEEXU,Rádio África,28,198720,False,0.736,0.948,7,-5.486,1,0.0443,0.0586,0.694,0.854,0.848,130.013,4,afrobeat,3A33sno00r6ooYuPjV8txe,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Rádio África,spotify:album:6yUjV9WqpJMRuFgBsScpSZ,Oxeaxeexu,https://i.scdn.co/image/ab67616d0000b27336470a0d759d1b2ce7b320b4,24,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1463,28645,3A33sno00r6ooYuPjV8txe,BaianaSystem,OXEAXEEXU,Rádio África,28,198720,False,0.736,0.948,7,-5.486,1,0.0443,0.0586,0.694,0.854,0.848,130.013,4,dub,3A33sno00r6ooYuPjV8txe,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Rádio África,spotify:album:6yUjV9WqpJMRuFgBsScpSZ,Oxeaxeexu,https://i.scdn.co/image/ab67616d0000b27336470a0d759d1b2ce7b320b4,24,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1464,1193,5gqFvca45ESaMKJo40t19k,Jorge Drexler,Frontera,Princesa bacana,28,190000,False,0.718,0.428,5,-13.17,1,0.0307,0.676,0.00865,0.159,0.551,139.956,4,afrobeat,5gqFvca45ESaMKJo40t19k,61,Jorge Drexler,spotify:artist:4ssUf5gLb1GBLxi1BhPrVt,Princesa bacana,spotify:album:27QbRaPdlrK2nh1VIvMFNS,Frontera,https://i.scdn.co/image/ab67616d0000b27390f6fa270fcb5e34b3254a97,26,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova
1465,1194,1vScxuyEa7X1HSP1HXLqZb,Jackie Mittoo,The Keyboard King at Studio One,Wall Street,29,434600,False,0.827,0.359,7,-12.863,1,0.0909,0.332,0.703,0.0911,0.684,135.421,4,afrobeat,1vScxuyEa7X1HSP1HXLqZb,35,Jackie Mittoo,spotify:artist:6UTUjmko5raD927Hbx960a,Wall Street,spotify:album:6Oi2oseXr48panNynaEvRF,The Keyboard King at Studio One,https://i.scdn.co/image/ab67616d0000b2739c27bc39bf9190596a7cf0c1,26,dub hammond_organ reggae rocksteady
1466,28643,1vScxuyEa7X1HSP1HXLqZb,Jackie Mittoo,The Keyboard King at Studio One,Wall Street,29,434600,False,0.827,0.359,7,-12.863,1,0.0909,0.332,0.703,0.0911,0.684,135.421,4,dub,1vScxuyEa7X1HSP1HXLqZb,35,Jackie Mittoo,spotify:artist:6UTUjmko5raD927Hbx960a,Wall Street,spotify:album:6Oi2oseXr48panNynaEvRF,The Keyboard King at Studio One,https://i.scdn.co/image/ab67616d0000b2739c27bc39bf9190596a7cf0c1,26,dub hammond_organ reggae rocksteady
1467,1195,6HuZyRmNgLkVALF4LS99TB,Plastilina Mosh,Juan Manuel,Human Disco Ball,28,214266,False,0.806,0.99,11,-7.994,0,0.0455,0.000385,0.509,0.0305,0.921,125.026,4,afrobeat,6HuZyRmNgLkVALF4LS99TB,50,Plastilina Mosh,spotify:artist:4PtVXWSOmF4Tox1jj6ctSq,Human Disco Ball,spotify:album:4IFqmZMbATbBlf4AZyRl4i,Juan Manuel,https://i.scdn.co/image/ab67616d0000b273b5d628964732b834f8ed20a2,25,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol
1468,1196,1JF1nELbG0d3bxg7EPLGNQ,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,Cachete a Cachete,30,287533,False,0.781,0.755,7,-7.015,1,0.0395,0.564,0.00267,0.126,0.597,118.168,4,afrobeat,1JF1nELbG0d3bxg7EPLGNQ,56,Los Amigos Invisibles,spotify:artist:5x3mrCTZmkoTXURN7pWdGN,Cachete a Cachete,spotify:album:6dWnLOP6zgqmvohqPZfzDh,The New Sound of the Venezuelan Gozadera,https://i.scdn.co/image/ab67616d0000b273cd61e182af214655916a1b6a,28,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock
1469,1197,0CgaxyFnvXznq6GCM6XJeW,Criolo,Viva Tim Maia,Coroné Antonio Bento,28,202040,False,0.51,0.933,9,-4.89,1,0.18,0.0185,0.0,0.278,0.789,176.083,4,afrobeat,0CgaxyFnvXznq6GCM6XJeW,55,Criolo,spotify:artist:37ZflmHTdxkSLQuT8w9NBs,Coroné Antonio Bento,spotify:album:0s6eeWdtRBJjhWFjXG9Bcq,Viva Tim Maia,https://i.scdn.co/image/ab67616d0000b273526c0580eeeb570e419823c4,22,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat
1470,1198,51qhR6wqpb6Gm2PSOwBPCF,BaianaSystem,OXEAXEEXU,Corneteiro Luís,30,219826,False,0.764,0.857,9,-4.618,0,0.0323,0.289,0.0528,0.245,0.792,126.009,4,afrobeat,51qhR6wqpb6Gm2PSOwBPCF,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Corneteiro Luís,spotify:album:6yUjV9WqpJMRuFgBsScpSZ,Oxeaxeexu,https://i.scdn.co/image/ab67616d0000b27336470a0d759d1b2ce7b320b4,32,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1471,28546,51qhR6wqpb6Gm2PSOwBPCF,BaianaSystem,OXEAXEEXU,Corneteiro Luís,30,219826,False,0.764,0.857,9,-4.618,0,0.0323,0.289,0.0528,0.245,0.792,126.009,4,dub,51qhR6wqpb6Gm2PSOwBPCF,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,Corneteiro Luís,spotify:album:6yUjV9WqpJMRuFgBsScpSZ,Oxeaxeexu,https://i.scdn.co/image/ab67616d0000b27336470a0d759d1b2ce7b320b4,32,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1472,1199,5Tjwl3oPSCD2o0nkAbiGW0,Jorge Drexler,Frontera,Aquellos tiempos,29,200026,False,0.552,0.499,2,-12.078,1,0.131,0.65,0.0685,0.117,0.665,131.952,4,afrobeat,5Tjwl3oPSCD2o0nkAbiGW0,61,Jorge Drexler,spotify:artist:4ssUf5gLb1GBLxi1BhPrVt,Aquellos tiempos,spotify:album:27QbRaPdlrK2nh1VIvMFNS,Frontera,https://i.scdn.co/image/ab67616d0000b27390f6fa270fcb5e34b3254a97,26,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova
1473,1200,4bJ7tMJqfYmkKgCYzaaG4B,El Michels Affair,Enter The 37th Chamber,C.R.E.A.M.,55,174826,False,0.571,0.508,11,-8.118,0,0.0254,0.532,0.951,0.161,0.102,96.825,4,afrobeat,4bJ7tMJqfYmkKgCYzaaG4B,49,El Michels Affair,spotify:artist:0cLrgpG3pW4MX4nD8h6qCc,C.R.E.A.M.,spotify:album:7ylTeGpMy2RbFDMGSnYjX5,Enter The 37th Chamber,https://i.scdn.co/image/ab67616d0000b2739266fa644911138d6a07a8d8,62,afrobeat funk instrumental_soul
1474,1201,4icYKOgfJLxp44GNWEZqyJ,Limoblaze;Moses Bliss,Grateful,Grateful,45,224634,False,0.729,0.866,9,-5.656,1,0.193,0.267,0.0,0.146,0.711,131.913,4,afrobeat,4icYKOgfJLxp44GNWEZqyJ,54,Limoblaze,spotify:artist:0liXA3xwx6pncxYQA30ahT,Grateful,spotify:album:1g6gpLlBjCGR836cM7o51N,Grateful,https://i.scdn.co/image/ab67616d0000b2732035fb1846bfdfb3f5d75cb0,0,christian_afrobeat
1475,1202,5QbdIj9omsOxwpkZXGWDTU,CalledOut Music,Shout to the Lord,Shout to the Lord,38,158000,False,0.599,0.499,11,-14.386,1,0.196,0.105,0.0,0.0986,0.765,159.915,4,afrobeat,5QbdIj9omsOxwpkZXGWDTU,50,CalledOut Music,spotify:artist:3VY7IlU2547DIC1ca88lRH,Shout to the Lord,spotify:album:48USOS8BlA33ib4hR7HhLn,Shout to the Lord,https://i.scdn.co/image/ab67616d0000b273a1b37ada49732b648c94fccb,42,christian_afrobeat
1476,1203,38hOrmc7D0YqWZ2QYdxgK2,Limoblaze;Emandiong,Desire,Desire,49,204521,False,0.699,0.858,11,-6.603,0,0.089,0.0332,0.000204,0.0978,0.432,115.113,4,afrobeat,38hOrmc7D0YqWZ2QYdxgK2,54,Limoblaze,spotify:artist:0liXA3xwx6pncxYQA30ahT,Desire,spotify:album:2QPzJrnYkpPBU4kCD15Hcw,Desire,https://i.scdn.co/image/ab67616d0000b273993db6699f5cb8b2294e2339,51,christian_afrobeat
1477,1204,414J8tKHbtF16XOiHGBEso,Mulatu Astatke,"Ethiopiques, Vol. 4: Ethio Jazz 1969-1974",Tezeta (Nostalgia),52,376640,False,0.547,0.356,5,-10.199,0,0.0366,0.954,0.917,0.0891,0.504,81.032,3,afrobeat,414J8tKHbtF16XOiHGBEso,49,Mulatu Astatke,spotify:artist:7HGFXtBhRq3g1Ma3nH4Rgv,Tezeta (Nostalgia),spotify:album:5VKvVk4gaPAJyXjof8NnzX,"Ethiopiques, Vol. 4: Ethio Jazz 1969-1974",https://i.scdn.co/image/ab67616d0000b2733d2ff02d83be9464cb4666f1,52,afrobeat afropop ethio-jazz world
1478,1205,1gP3o6z0DgtdcOzffesabd,TJ Cream,The Vibe,The Vibe,26,163500,False,0.827,0.604,8,-8.976,0,0.244,0.643,1.86e-05,0.163,0.766,140.923,4,afrobeat,1gP3o6z0DgtdcOzffesabd,24,TJ Cream,spotify:artist:1TZefNFtUjTfi595whCyi0,The Vibe,spotify:album:62H4K9ktroMqJj6SYAvs1U,The Vibe,https://i.scdn.co/image/ab67616d0000b273bc269c9819c605dc81e75217,18,christian_afrobeat gospel_drill
1479,1206,5wzXA6J543VYmrDVrFN6Bg,Caê,O Caçador e a Flecha,O Caçador e a Flecha,25,211850,False,0.795,0.598,0,-7.021,1,0.0329,0.312,0.00807,0.0552,0.883,108.992,4,afrobeat,5wzXA6J543VYmrDVrFN6Bg,16,Caê,spotify:artist:2kXEw2HoJKXcvvYvZ7XKye,O Caçador e a Flecha,spotify:album:3QyzRkdaxBxAT5H5iEhpLC,O Caçador e a Flecha,https://i.scdn.co/image/ab67616d0000b2734b4637663cec3f6ffbdec305,13,afrobeat_brasileiro afrofuturismo_brasileiro
1480,1207,0iEmk7H1cg3eiwVckWHsSe,Afrocidade,Vivão,LadoB,25,180000,False,0.655,0.774,9,-5.295,0,0.171,0.0283,0.00235,0.0651,0.462,192.004,4,afrobeat,0iEmk7H1cg3eiwVckWHsSe,23,Afrocidade,spotify:artist:1kbDI5eg73ftGzwOf4OKZL,LadoB,spotify:album:5lbpIV9r76xxqSrj23f6LQ,Vivão,https://i.scdn.co/image/ab67616d0000b2732f924ba9bd0201cff1254724,15,afrobeat_brasileiro afrofuturismo_brasileiro
1481,1208,1d27EOdOzpEGWWT59hf1xm,Jor'dan Armstrong,YOU,YOU,27,188133,False,0.701,0.718,2,-5.677,1,0.0301,0.00647,0.0,0.173,0.608,93.028,4,afrobeat,1d27EOdOzpEGWWT59hf1xm,35,Jor'dan Armstrong,spotify:artist:2s0Vf0XkLyHCQfyvFDnTi8,YOU,spotify:album:2lS3khKD2lhxL44NQbfxd4,YOU,https://i.scdn.co/image/ab67616d0000b273354b2309ed76a0fcf9f9af08,31,christian_afrobeat christian_hip_hop
1482,1209,5gzOvdhMvQnNl5a8NlZLs7,BaianaSystem,BaianaSystem,BembaDub,26,168560,False,0.353,0.721,6,-6.3,0,0.129,0.0643,0.344,0.112,0.652,170.026,3,afrobeat,5gzOvdhMvQnNl5a8NlZLs7,51,BaianaSystem,spotify:artist:5JHYuwE2n7bleXMUsmtCW5,BembaDub,spotify:album:1oAU4OkP63pBrWTvLPGlRS,BaianaSystem,https://i.scdn.co/image/ab67616d0000b27335675f9924551b548a0701e9,21,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae
1483,1210,4VuK5i4dgHvc80zBMCcty0,Criolo,Espiral de Ilusão - Deluxe Edition,Dilúvio de Solidão,24,158040,False,0.73,0.646,9,-6.751,1,0.0345,0.669,0.00171,0.0866,0.938,98.012,4,afrobeat,4VuK5i4dgHvc80zBMCcty0,55,Criolo,spotify:artist:37ZflmHTdxkSLQuT8w9NBs,Dilúvio de Solidão,spotify:album:4otv4T2Rew5smnD73tNz8W,Espiral de Ilusão - Deluxe Edition,https://i.scdn.co/image/ab67616d0000b2731e24005aa746c199caf2a9f8,0,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat
1484,1211,2KCyx1wmIdWUwJPM7LItHS,Sarah Téibo;Sigag Lauren;Paola Carla,Belongs to You (EDM Remix),Belongs to You - EDM Remix,26,187500,False,0.746,0.828,0,-6.568,1,0.0409,0.113,0.0028,0.0635,0.31,104.974,4,afrobeat,2KCyx1wmIdWUwJPM7LItHS,26,Sarah Téibo,spotify:artist:2TiTzlqsBiRzHXSHQIIabT,Belongs to You - EDM Remix,spotify:album:5bO2RKSu7dpos2tguifru8,Belongs to You (EDM Remix),https://i.scdn.co/image/ab67616d0000b27367dacbe9cfe793ba1a761d95,23,christian_afrobeat
1485,1212,5uz0SWG61f8sK3YG37AuuU,Timoneki;Silvana Estrada,Vida,Mi Gente,25,237613,False,0.498,0.695,4,-6.89,0,0.0335,0.055,9.9e-06,0.126,0.59,175.815,4,afrobeat,5uz0SWG61f8sK3YG37AuuU,9,Timoneki,spotify:artist:1dcxpEMRhnUon25kF78fQW,Mi Gente,spotify:album:4Nne22SOtg5EERRneJhsfd,Vida,https://i.scdn.co/image/ab67616d0000b27340cedfa24db42a3119b9d39c,13,latin_afrobeat
1486,1213,2v7OzJaNF7ZCXrbnsYonGw,Jorge Drexler,Llueve,No pienses de más,27,190000,False,0.706,0.608,0,-8.304,1,0.031,0.227,4.36e-05,0.112,0.215,120.407,4,afrobeat,2v7OzJaNF7ZCXrbnsYonGw,61,Jorge Drexler,spotify:artist:4ssUf5gLb1GBLxi1BhPrVt,No pienses de más,spotify:album:24erTQHcbD5s3x3VKxRSlh,Llueve,https://i.scdn.co/image/ab67616d0000b2730c449faf47f71ccb82129b31,25,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova
1487,1214,4DLl7PmnqhrYN6hDRO9Whu,Jorge Drexler,Codo Con Codo,Codo Con Codo,27,105438,False,0.667,0.218,4,-10.563,0,0.0351,0.941,1.45e-06,0.191,0.224,113.842,4,afrobeat,4DLl7PmnqhrYN6hDRO9Whu,61,Jorge Drexler,spotify:artist:4ssUf5gLb1GBLxi1BhPrVt,Codo Con Codo,spotify:album:0FmPdyJmPThdz0NBUnZalj,Codo Con Codo,https://i.scdn.co/image/ab67616d0000b2731b487e2c7f57d8f217344aa8,16,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova
1488,1215,0ef9BxWhaAOvzqsDuDLp2a,Becca Folkes;Happi,12 Rounds (feat. Happi),12 Rounds (feat. Happi),25,166373,False,0.725,0.611,4,-7.218,0,0.128,0.086,0.0,0.504,0.415,101.012,4,afrobeat,0ef9BxWhaAOvzqsDuDLp2a,36,Becca Folkes,spotify:artist:6gNm3KPTOr2uiejwae6rHb,12 Rounds (feat. Happi),spotify:album:1SBI26dqoEALLA3a24uzw3,12 Rounds (feat. Happi),https://i.scdn.co/image/ab67616d0000b273c4c0d381916e81a44b24f208,20,christian_afrobeat
1489,1216,6DU07zLVPOlPqqybYpQZDn,La Misa Negra,La Misa Negra,Dueña de Mi,25,183213,False,0.587,0.686,9,-5.113,0,0.122,0.00428,0.00705,0.0428,0.71,183.938,4,afrobeat,6DU07zLVPOlPqqybYpQZDn,14,La Misa Negra,spotify:artist:0Q6BYEUIIzKDzxFd4sRD8h,Dueña de Mi,spotify:album:16j4GvZ0iM29F0eyRjwQD6,La Misa Negra,https://i.scdn.co/image/ab67616d0000b27330bfec50ebb77e72092733c5,21,latin_afrobeat latinx_alternative
1490,1217,01ioXCMkGpxuKrdEO3TSob,Jor'dan Armstrong,GRACE,GRACE,27,255761,False,0.681,0.579,2,-6.141,0,0.0434,0.212,0.0,0.333,0.588,120.037,4,afrobeat,01ioXCMkGpxuKrdEO3TSob,35,Jor'dan Armstrong,spotify:artist:2s0Vf0XkLyHCQfyvFDnTi8,GRACE,spotify:album:6JzWGtTmJ29ZlAA87eW6Ct,GRACE,https://i.scdn.co/image/ab67616d0000b273783d53c56387dd164c1aa0d4,18,christian_afrobeat christian_hip_hop
1491,1218,0lG2LQ2t8sUXzVef5SYjEj,Thiago França,A Espetacular Charanga do França,Cumbia Cumbia,25,207307,False,0.893,0.728,5,-7.742,0,0.0893,0.327,0.000288,0.041,0.924,94.067,4,afrobeat,0lG2LQ2t8sUXzVef5SYjEj,28,Thiago França,spotify:artist:3GVMJbhuozmJd74QTpxP1O,Cumbia Cumbia,spotify:album:6PHACOcbKz4iwITbBGZxOh,A Espetacular Charanga do França,https://i.scdn.co/image/ab67616d0000b27333cd4079266bf7a8d291f4f0,0,afrobeat_brasileiro brass_band_brasileiro brazilian_indie nova_mpb
1492,1219,2Fc99kfkQ1S2RilXcd6xIU,Money Chicha,Echo en Mexico,Quieren Efectos,24,167217,False,0.553,0.773,5,-6.446,1,0.0343,0.173,0.865,0.185,0.597,96.617,4,afrobeat,2Fc99kfkQ1S2RilXcd6xIU,16,Money Chicha,spotify:artist:3fsyG1yskjAgNCPPfIUBcE,Quieren Efectos,spotify:album:4ZjWUw1okFSeqCCRrzLQH4,Echo en Mexico,https://i.scdn.co/image/ab67616d0000b273e4770737ffed4b0365cd6337,22,chicha latin_afrobeat
1493,1220,3x048ys8VRKBAe4JHvi8kU,Criolo,Espiral de Ilusão - Deluxe Edition,Lá Vem Você,26,220320,False,0.784,0.597,2,-6.307,1,0.068,0.685,0.000273,0.11,0.961,81.984,4,afrobeat,3x048ys8VRKBAe4JHvi8kU,55,Criolo,spotify:artist:37ZflmHTdxkSLQuT8w9NBs,Lá Vem Você,spotify:album:4otv4T2Rew5smnD73tNz8W,Espiral de Ilusão - Deluxe Edition,https://i.scdn.co/image/ab67616d0000b2731e24005aa746c199caf2a9f8,0,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat
1494,1221,7bm92XIVukRUY8O3xEhWfX,Breakestra,Hit the Floor,Show & Prove,26,177453,False,0.668,0.874,7,-2.771,1,0.0731,0.587,0.0,0.109,0.836,107.346,4,afrobeat,7bm92XIVukRUY8O3xEhWfX,33,Breakestra,spotify:artist:0Jq39W2ruHAA8hGsheXIYG,Show & Prove,spotify:album:5LB6qc1BVvnigKvBeUIoqO,Hit the Floor,https://i.scdn.co/image/ab67616d0000b273c477c230265136cdd54bcb41,14,bboy
1495,1222,4cFyYjAGsKwcAoo6V8EIAr,Metá Metá,MetaL MetaL,Tristeza Não,27,134008,False,0.719,0.202,11,-9.86,0,0.0593,0.819,0.000266,0.0692,0.806,75.073,4,afrobeat,4cFyYjAGsKwcAoo6V8EIAr,31,Metá Metá,spotify:artist:2JmW0VFQ6nJ8eMc3HKPeiF,Tristeza Não,spotify:album:3C3gfqivAGtGOeu0FSPk3u,MetaL MetaL,https://i.scdn.co/image/ab67616d0000b27399e62db1a9262a5a7f4e676c,0,brazilian_indie latin_afrobeat nova_mpb nova_musica_paulista
1496,1223,0nMwIoIr5VdUiEeEPMWQ2Y,Criolo,Espiral de Ilusão - Deluxe Edition,Nas Águas,24,235560,False,0.756,0.652,5,-5.466,1,0.0501,0.742,8.49e-06,0.079,0.697,115.83,4,afrobeat,0nMwIoIr5VdUiEeEPMWQ2Y,55,Criolo,spotify:artist:37ZflmHTdxkSLQuT8w9NBs,Nas Águas,spotify:album:4otv4T2Rew5smnD73tNz8W,Espiral de Ilusão - Deluxe Edition,https://i.scdn.co/image/ab67616d0000b2731e24005aa746c199caf2a9f8,0,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat
1497,1224,5v9NU6mZ8sbEUXcyEZeZlw,Criolo,Espiral de Ilusão - Deluxe Edition,Menino Mimado,25,227640,False,0.827,0.603,0,-5.248,0,0.0354,0.552,0.000798,0.214,0.83,144.001,4,afrobeat,5v9NU6mZ8sbEUXcyEZeZlw,55,Criolo,spotify:artist:37ZflmHTdxkSLQuT8w9NBs,Menino Mimado,spotify:album:4otv4T2Rew5smnD73tNz8W,Espiral de Ilusão - Deluxe Edition,https://i.scdn.co/image/ab67616d0000b2731e24005aa746c199caf2a9f8,0,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat
1498,1225,5w7iYWCPAuf9CYfD9LkGJH,Africania,Ori,Oxalá Babá,26,193893,False,0.893,0.671,11,-8.777,1,0.0619,0.646,0.2,0.117,0.933,99.998,4,afrobeat,5w7iYWCPAuf9CYfD9LkGJH,8,Africania,spotify:artist:7mXmnmU0zOTtbaRTNm2O07,Oxalá Babá,spotify:album:6PC9R6Wz0soXfZhHJU7y5D,Ori,https://i.scdn.co/image/ab67616d0000b273a3949ca381b30da2f8b1e039,21,afrobeat_brasileiro musica_feirense
